timestamp,spring,angle,x0,reason,final_x,final_y,final_vx,final_vy
2025-04-02 23:40:28.706147,226753458.80700046,53.5206791669536,-6315.881932951533,no_impact,2393.0437536807644,2.222119616947498e-14,1.3357180796664188,-127.16055948269704
