timestamp,spring,angle,x0,reason,final_x,final_y,final_vx,final_vy
2025-04-03 00:25:31.711044,135378887.30490768,65.61483212391889,-2530.4231651219466,no_impact,3298.535881621652,5363.999999999997,14.382298184544869,-173.22972711297365
