timestamp,spring,angle,x0,reason,final_x,final_y,final_vx,final_vy
2025-04-02 23:33:32.447692,26926434.783761382,62.021739810474976,-2599.3779793088925,no_impact,1751.4939133683156,-4.517620203015033e-15,1.7044286001575526,-127.07060219094298
