timestamp,spring,angle,x0,impact_time,final_vx,final_vy,impact_x,impact_y
2025-04-02 22:58:32.769977,62951323.50606465,54.1163272633481,-4593.951885547051,29.466049378926552,83.53929522155434,-71.07690023346737,-1.9112874939911322,8858.0
2025-04-02 22:58:44.461990,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:58:54.048908,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:59:01.908776,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:59:05.290782,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:59:10.842036,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:59:14.507029,62901275.768885456,54.138812720581505,-4592.244112090909,29.477964241311767,83.48079893085588,-71.14829997755993,-2.1606439484798394,8858.0
2025-04-02 22:59:14.846396,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:59:16.593789,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:59:18.251217,69019171.62872775,51.56031672580295,-4791.545159103065,27.92579244163599,90.7147946152295,-61.51398102012631,-1.7166085432292413,8858.0
2025-04-02 22:59:18.260900,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:59:19.038230,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:59:19.125504,69038441.05153875,51.53398854839068,-4792.144558537919,27.891098936554137,90.82589768611534,-61.27619268073343,-2.8401163163755045,8858.0
2025-04-02 22:59:19.134908,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:59:19.227017,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:59:19.621208,69066850.79186365,51.495185182730346,-4793.3029203355045,27.839725320706684,90.99041708470274,-60.923475678223724,-4.804123949904688,8858.0
2025-04-02 22:59:19.672782,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
