timestamp,spring,angle,x0,impact_time,final_vx,final_vy,impact_x,impact_y
2025-04-02 22:54:52.263144,62951323.50606465,54.1163272633481,-4593.951885547051,29.466049378926552,83.53929522155434,-71.07690023346737,-1.9112874939911322,8858.0
2025-04-02 22:55:03.718129,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:55:12.810408,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:55:20.467139,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:55:23.418596,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:55:28.447237,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:55:31.886923,62901275.768885456,54.138812720581505,-4592.244112090909,29.477964241311767,83.48079893085588,-71.14829997755993,-2.1606439484798394,8858.0
2025-04-02 22:55:32.179183,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:55:33.773487,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:55:35.314399,69019171.62872775,51.56031672580295,-4791.545159103065,27.92579244163599,90.7147946152295,-61.51398102012631,-1.7166085432292413,8858.0
2025-04-02 22:55:35.323880,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:55:36.077021,69066850.79186365,51.495185182730346,-4793.02797386451,27.839725320706677,90.99041708470276,-60.92347567822367,-4.529177478911225,8858.0
2025-04-02 22:55:36.151361,69038441.05153875,51.53398854839068,-4792.144558537919,27.891098936554137,90.82589768611534,-61.27619268073343,-2.8401163163755045,8858.0
